path,.,_id,imageUrl,brush,annotation.0.regionType,annotation.0.id,annotation.0.centerX,annotation.0.centerY,annotation.0.width,annotation.0.height,annotation.0.classification,annotation.0.labels,annotation.0.color
samples.94,,snydry1pl,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img174.png,complete,bounding-box,14976257506455215,0.5802469135802469,0.4283950593736437,0.20679012345679015,0.28395061728395066,ChildrenCrossing,,#f44336
samples.95,,svs09wv46,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img175.png,complete,bounding-box,15263168600755272,0.15200617283950618,0.5464506149291992,0.25462962962962965,0.3194444444444444,ChildrenCrossing,,#f44336
samples.96,,s8ncnswoo,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img176.png,complete,bounding-box,0639535783427232,0.6381172839506173,0.47777777542302635,0.26388888888888884,0.24382716049382713,ChildrenCrossing,,#f44336
samples.97,,sbuptgkka,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img177.png,complete,bounding-box,5264606494491701,0.4506172839506173,0.515586417398335,0.2098765432098766,0.2361111111111111,ChildrenCrossing,,#f44336
samples.98,,s3qpdg3si,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img178.png,complete,bounding-box,39172238623326305,0.7978395061728396,0.28873456554648314,0.22839506172839508,0.3132716049382716,ChildrenCrossing,,#f44336
samples.99,,sdaoc8a7b,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img179.png,complete,bounding-box,5887461773796316,0.3101851851851852,0.5611111087563597,0.24691358024691357,0.21913580246913583,ChildrenCrossing,,#f44336
samples.100,,sb19k8mee,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img180.png,complete,bounding-box,42643790700423656,0.3587962962962963,0.39598765196623625,0.29783950617283955,0.2777777777777778,ChildrenCrossing,,#f44336
samples.101,,s8g5ri0l9,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img181.png,complete,bounding-box,6089258307131278,0.7337962962962963,0.5279320964106807,0.27314814814814814,0.27006172839506176,ChildrenCrossing,,#f44336
samples.102,,sfgrg04zd,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img182.png,complete,bounding-box,2507930821038389,0.2770061728395061,0.46003086184277947,0.28549382716049376,0.24537037037037035,ChildrenCrossing,,#f44336
samples.103,,stpm1f2qi,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img183.png,complete,bounding-box,17621899814662467,0.7615740740740741,0.43533950381808817,0.257716049382716,0.22067901234567905,ChildrenCrossing,,#f44336
samples.104,,skbstqoiv,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img184.png,complete,bounding-box,38624492155637924,0.49922839506172834,0.5518518494971004,0.18364197530864196,0.2623456790123457,ChildrenCrossing,,#f44336
samples.105,,s267iiwn8,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img185.png,complete,bounding-box,7695352027564282,0.3341049382716049,0.22777777542302635,0.27314814814814814,0.3055555555555555,ChildrenCrossing,,#f44336
samples.106,,scnpaorrc,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img186.png,complete,bounding-box,6604427299850948,0.5,0.607407405052656,0.22839506172839502,0.24691358024691357,ChildrenCrossing,,#f44336
samples.107,,sh54jbhq5,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img187.png,complete,bounding-box,9411050849546956,0.8148148148148149,0.453086417398335,0.3271604938271605,0.287037037037037,ChildrenCrossing,,#f44336
samples.108,,sm230oabe,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img188.png,complete,bounding-box,35651494510144155,0.6049382716049383,0.5603395038180881,0.2592592592592593,0.2731481481481481,ChildrenCrossing,,#f44336
samples.109,,s6g2mkyjy,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img189.png,complete,bounding-box,2126099829976289,0.5570987654320988,0.42993826925018686,0.25000000000000006,0.2253086419753087,ChildrenCrossing,,#f44336
samples.110,,syj5x2lpc,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img190.png,complete,bounding-box,8052530715550674,0.5516975308641976,0.5094135778921622,0.25462962962962965,0.2731481481481482,ChildrenCrossing,,#f44336
samples.111,,sfaj3inz5,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img191.png,complete,bounding-box,8900839591646807,0.4452160493827161,0.3581790099909276,0.183641975308642,0.29475308641975306,ChildrenCrossing,,#f44336
samples.112,,sv4f1rr8d,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img192.png,complete,bounding-box,05261755561603021,0.587962962962963,0.5402777754230264,0.2808641975308642,0.28858024691358025,ChildrenCrossing,,#f44336
samples.113,,s41bbfthk,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img193.png,complete,bounding-box,6603564068256289,0.3734567901234568,0.5912037013489524,0.2592592592592593,0.2577160493827161,ChildrenCrossing,,#f44336
samples.114,,s23srp3hq,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img194.png,complete,bounding-box,3362222680352307,0.5841049382716049,0.45771604702796465,0.2114197530864197,0.2654320987654321,ChildrenCrossing,,#f44336
samples.115,,s77nluhtn,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img195.png,complete,bounding-box,23358019408730524,0.4691358024691358,0.5734567877687055,0.22222222222222227,0.2438271604938272,ChildrenCrossing,,#f44336
samples.116,,svhyijvsu,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img196.png,complete,bounding-box,017776125713557356,0.5509259259259259,0.3365740717193227,0.17592592592592587,0.3070987654320988,ChildrenCrossing,,#f44336
samples.117,,sor5kyk7e,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img197.png,complete,bounding-box,21039975862027704,0.23148148148148145,0.5649691334477177,0.2839506172839506,0.29783950617283955,ChildrenCrossing,,#f44336
samples.118,,sbexccr3b,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img198.png,complete,bounding-box,1315299375034571,0.6535493827160493,0.20694444208969304,0.2762345679012346,0.279320987654321,ChildrenCrossing,,#f44336
samples.119,,sfn3l23pe,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img199.png,complete,bounding-box,23546191529492688,0.3487654320987654,0.416049380361298,0.24074074074074073,0.20679012345679015,ChildrenCrossing,,#f44336
samples.120,,sf82akll8,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2212.png,complete,bounding-box,6197660387524822,0.3533950617283951,0.7254629606082115,0.18209876543209874,0.30092592592592593,ChildrenCrossing,,#f44336
samples.121,,siwmv22tu,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2213.png,complete,bounding-box,7649066537499734,0.3117283950617284,0.4955246890032733,0.2777777777777778,0.22685185185185186,ChildrenCrossing,,#f44336
samples.122,,s6toqtlke,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2214.png,complete,bounding-box,31865717178781705,0.4305555555555556,0.6251543186329029,0.23765432098765432,0.2885802469135803,ChildrenCrossing,,#f44336
samples.123,,s1i3vreje,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2215.png,complete,bounding-box,397324386361388,0.3888888888888889,0.27253086184277947,0.2314814814814815,0.308641975308642,ChildrenCrossing,,#f44336
samples.124,,sadh678v9,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2216.png,complete,bounding-box,46319683096674935,0.5648148148148149,0.5487654297440141,0.23456790123456794,0.2314814814814815,ChildrenCrossing,,#f44336
samples.125,,skp5dm7vr,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2217.png,complete,bounding-box,9942589485344884,0.7623456790123457,0.43148147912673007,0.26543209876543206,0.25617283950617287,ChildrenCrossing,,#f44336
samples.126,,sblmhtaof,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2218.png,complete,bounding-box,7622791226611236,0.7091049382716049,0.607407405052656,0.2391975308641976,0.28086419753086417,ChildrenCrossing,,#f44336
samples.127,,s82b28jz4,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2219.png,complete,bounding-box,14032654093881813,0.2770061728395062,0.8149691334477177,0.3533950617283951,0.3256172839506173,ChildrenCrossing,,#f44336
samples.128,,sl3202wjk,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2220.png,complete,bounding-box,6032434557889916,0.5470679012345679,0.3558641951761128,0.21450617283950618,0.308641975308642,ChildrenCrossing,,#f44336
samples.129,,snjz30pxo,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2221.png,complete,bounding-box,310164624775088,0.5787037037037037,0.4276234544353721,0.23765432098765432,0.26697530864197533,ChildrenCrossing,,#f44336
samples.130,,sbel5z88x,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2222.png,complete,bounding-box,48004018254901193,0.33719135802469136,0.20771604702796467,0.25462962962962965,0.3580246913580247,ChildrenCrossing,,#f44336
samples.131,,sqji79o4k,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2223.png,complete,bounding-box,2535077805183976,0.6350308641975309,0.6884259235711745,0.2947530864197531,0.3348765432098765,ChildrenCrossing,,#f44336
samples.132,,s6bsg1p9e,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2224.png,complete,bounding-box,9225074471156016,0.4027777777777778,0.621296293941545,0.27160493827160487,0.27469135802469136,ChildrenCrossing,,#f44336
samples.133,,s38j846gt,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2225.png,complete,bounding-box,26378931974112985,0.5601851851851851,0.4615740717193227,0.2314814814814815,0.24537037037037035,ChildrenCrossing,,#f44336
samples.134,,s169wkwgv,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2226.png,complete,bounding-box,646102376829214,0.5671296296296295,0.40987654085512515,0.19598765432098764,0.25,ChildrenCrossing,,#f44336
samples.135,,sqqm4kmlg,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2227.png,complete,bounding-box,4798490482671818,0.1813271604938272,0.6498456766575943,0.2947530864197531,0.279320987654321,ChildrenCrossing,,#f44336
samples.136,,szs4hikv5,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2228.png,complete,bounding-box,7412550024823696,0.6466049382716049,0.5194444420896931,0.26234567901234573,0.2685185185185185,,,#ff0000
samples.137,,s8a9rnn0i,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2229.png,complete,bounding-box,3597780511712907,0.45679012345679015,0.515586417398335,0.2098765432098766,0.2268518518518518,ChildrenCrossing,,#f44336
samples.138,,sdpithdk7,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2230.png,complete,bounding-box,0027424235401971586,0.7592592592592593,0.23626542974401404,0.2716049382716049,0.3256172839506173,ChildrenCrossing,,#f44336
samples.139,,s74xkth5g,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2231.png,complete,bounding-box,0030437477866585017,0.30092592592592593,0.5410493803612979,0.21604938271604937,0.2129629629629629,ChildrenCrossing,,#f44336
samples.140,,szfppw23q,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2232.png,complete,bounding-box,5319744108557205,0.4024691358024692,0.3471604914724091,0.20444444444444432,0.2637037037037038,ChildrenCrossing,,#f44336
samples.141,,sj92exdt5,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2233.png,complete,bounding-box,7103335233853145,0.7222222222222222,0.6120370346822857,0.24691358024691357,0.27777777777777773,ChildrenCrossing,,#f44336
samples.142,,snkrx89vr,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2234.png,complete,bounding-box,7039799757189913,0.2816358024691358,0.4091049359168536,0.24228395061728397,0.2638888888888889,ChildrenCrossing,,#f44336
samples.143,,sj52ku0ad,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2235.png,complete,bounding-box,8720536719064071,0.742283950617284,0.42839505937364364,0.2685185185185185,0.20370370370370366,ChildrenCrossing,,#f44336
samples.144,,s1vgw1vs5,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2236.png,complete,bounding-box,5362462910361336,0.5177469135802469,0.5425925902378412,0.21450617283950618,0.21913580246913578,ChildrenCrossing,,#f44336
samples.145,,sfeexxyyi,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2237.png,complete,bounding-box,8138640297361188,0.32793209876543206,0.22777777542302638,0.27314814814814814,0.32407407407407407,ChildrenCrossing,,#f44336
samples.146,,sgkewncjj,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2238.png,complete,bounding-box,527245852076895,0.4799382716049383,0.6120370346822857,0.20679012345679015,0.26543209876543217,ChildrenCrossing,,#f44336
samples.147,,s0elnvufg,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2239.png,complete,bounding-box,7980934356709704,0.7939814814814814,0.37592592357117455,0.3626543209876544,0.2808641975308642,,,#ff0000
samples.148,,sf09jltbi,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2240.png,complete,bounding-box,9054403559743431,0.6280864197530864,0.525617281595866,0.2314814814814814,0.23456790123456794,ChildrenCrossing,,#f44336
samples.149,,sgnms5nnm,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2241.png,complete,bounding-box,27171002761476437,0.5679012345679012,0.46697530628722395,0.20987654320987653,0.24691358024691362,ChildrenCrossing,,#f44336
samples.150,,sg8btk7nf,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2242.png,complete,bounding-box,7854272706456256,0.5308641975308642,0.5317901211020387,0.24691358024691362,0.2901234567901234,ChildrenCrossing,,#f44336
samples.151,,s7k6roys7,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2243.png,complete,bounding-box,7645899344612885,0.46064814814814814,0.357407405052656,0.20524691358024688,0.3055555555555556,ChildrenCrossing,,#f44336
samples.152,,s18rcti37,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2244.png,complete,bounding-box,8379129834037569,0.5787037037037037,0.5371913556699399,0.2932098765432099,0.2916666666666667,ChildrenCrossing,,#f44336
samples.153,,sttl7fgt4,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2245.png,complete,bounding-box,2605950198173521,0.39274691358024694,0.6120370346822857,0.31635802469135804,0.308641975308642,,,#ff0000
samples.154,,saoulbpr3,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2246.png,complete,bounding-box,8133985819424212,0.5779320987654322,0.44382715813907575,0.2515432098765432,0.2808641975308642,ChildrenCrossing,,#f44336
samples.155,,s7vbj1pqt,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2247.png,complete,bounding-box,40422015817073165,0.4567901234567901,0.5672839482625325,0.2222222222222222,0.2623456790123456,ChildrenCrossing,,#f44336
samples.156,,sfozm4vfa,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2248.png,complete,bounding-box,06728752888130263,0.5509259259259259,0.3412037013489523,0.2098765432098766,0.3256172839506173,ChildrenCrossing,,#f44336
samples.157,,sbrl1o5td,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2249.png,complete,bounding-box,9749902368205579,0.2808641975308642,0.6637345655464831,0.3425925925925926,0.3194444444444444,,,#ff0000
samples.158,,sbtjc2b5x,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2250.png,complete,bounding-box,6101654737777684,0.7021604938271605,0.2709876519662363,0.2993827160493827,0.3364197530864198,,,#ff0000
samples.159,,s5gugryrn,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2251.png,complete,bounding-box,9051498329931054,0.35108024691358025,0.39521604702796465,0.24537037037037038,0.25154320987654327,ChildrenCrossing,,#f44336
samples.160,,syuue0ija,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2725.png,complete,bounding-box,5170766775207587,0.3487654320987654,0.7408950593736436,0.191358024691358,0.3287037037037037,ChildrenCrossing,,#f44336
samples.161,,sf76hef5u,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2726.png,complete,bounding-box,08041962491028376,0.32484567901234573,0.4206790099909276,0.2608024691358025,0.2716049382716049,ChildrenCrossing,,#f44336
samples.162,,su2yrqp82,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2727.png,complete,bounding-box,6412636636471731,0.39814814814814814,0.6066358001143843,0.2407407407407407,0.2978395061728395,ChildrenCrossing,,#f44336
samples.163,,ssphrv9ec,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2728.png,complete,bounding-box,318282669544369,0.4436728395061728,0.26635802233660666,0.24537037037037035,0.3395061728395062,ChildrenCrossing,,#f44336
samples.164,,sfql930kr,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2729.png,complete,bounding-box,18668567592788676,0.5632716049382716,0.5395061704847548,0.23765432098765438,0.2253086419753086,ChildrenCrossing,,#f44336
samples.165,,sarq8hzzz,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2730.png,complete,bounding-box,9399861842427044,0.7445987654320987,0.37669752850944616,0.30401234567901236,0.2669753086419753,ChildrenCrossing,,#f44336
samples.166,,skeps5ho7,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2731.png,complete,bounding-box,652734957807459,0.7037037037037037,0.6266975285094462,0.24382716049382713,0.3040123456790123,ChildrenCrossing,,#f44336
samples.167,,ser55wt1n,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2732.png,complete,bounding-box,5729231898516478,0.19984567901234568,0.7246913556699399,0.30092592592592593,0.32407407407407407,ChildrenCrossing,,#f44336
samples.168,,se01mm0l5,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2733.png,complete,bounding-box,7406578090633844,0.5617283950617284,0.36589505937364364,0.23456790123456794,0.30092592592592593,,,#ff0000
samples.169,,swp0rurvx,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2734.png,complete,bounding-box,48203820888699545,0.5779320987654322,0.4152777754230264,0.26388888888888895,0.30092592592592593,ChildrenCrossing,,#f44336
samples.170,,s0aw3yyiq,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2735.png,complete,bounding-box,16701613048869768,0.31172839506172845,0.2293209852995696,0.2592592592592593,0.35185185185185186,ChildrenCrossing,,#f44336
samples.171,,sj28lkvdj,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2736.png,complete,bounding-box,3137916775652623,0.5787037037037037,0.6992283927069769,0.23765432098765432,0.35030864197530864,ChildrenCrossing,,#f44336
samples.172,,soya3ho08,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2737.png,complete,bounding-box,7923422262671331,0.4112654320987654,0.6151234544353721,0.24228395061728397,0.2839506172839506,ChildrenCrossing,,#f44336
samples.173,,s7np1geqn,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2738.png,complete,bounding-box,3094682114688574,0.5486111111111112,0.43765431863290294,0.26697530864197533,0.26234567901234573,ChildrenCrossing,,#f44336
samples.174,,s8tjbvpco,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2739.png,complete,bounding-box,38735743342699225,0.5910493827160495,0.4307098741884585,0.2314814814814815,0.30709876543209874,ChildrenCrossing,,#f44336
samples.175,,smphwlp0e,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2740.png,complete,bounding-box,9633868670730013,0.15972222222222224,0.5989197507316684,0.25462962962962965,0.3194444444444444,ChildrenCrossing,,#f44336
samples.176,,sw7zuq1sm,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2741.png,complete,bounding-box,4579331624195182,0.6350308641975309,0.4638888865341375,0.25462962962962965,0.25617283950617287,ChildrenCrossing,,#f44336
samples.177,,sr8mlpw8h,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2742.png,complete,bounding-box,13661773563012214,0.46296296296296297,0.5233024667810511,0.23456790123456794,0.2391975308641976,ChildrenCrossing,,#f44336
samples.178,,shvqaoxuf,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2743.png,complete,bounding-box,4363248372418731,0.753858024691358,0.22777777542302638,0.28240740740740744,0.32407407407407407,ChildrenCrossing,,#f44336
samples.179,,s77ls1x6l,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2744.png,complete,bounding-box,24900589919497063,0.30401234567901236,0.558796293941545,0.22530864197530867,0.21450617283950618,ChildrenCrossing,,#f44336
samples.180,,soypibpd9,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2745.png,complete,bounding-box,6549563909704534,0.36496913580246915,0.3743827136946313,0.24537037037037038,0.25925925925925924,ChildrenCrossing,,#f44336
samples.181,,sno1ocj4p,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2746.png,complete,bounding-box,1878163198834435,0.7253086419753086,0.5966049359168535,0.2407407407407407,0.2808641975308642,ChildrenCrossing,,#f44336
samples.182,,s4hw2pa42,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2747.png,complete,bounding-box,7957760897658499,0.29012345679012347,0.41373456554648314,0.25308641975308643,0.2762345679012345,ChildrenCrossing,,#f44336
samples.183,,sb0o2rnub,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2748.png,complete,bounding-box,26193247594848135,0.7631172839506173,0.4947530840650017,0.279320987654321,0.21604938271604934,ChildrenCrossing,,#f44336
samples.184,,slcxe62cs,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2749.png,complete,bounding-box,3701329583655897,0.49691358024691357,0.5564814791267301,0.21296296296296297,0.25308641975308643,ChildrenCrossing,,#f44336
samples.185,,sp1a5zowf,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2750.png,complete,bounding-box,326747138037895,0.33796296296296297,0.22391975073166834,0.2777777777777778,0.3194444444444444,ChildrenCrossing,,#f44336
samples.186,,sf0b75vs2,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2751.png,complete,bounding-box,6981193099305907,0.4760802469135802,0.6058641951761128,0.22376543209876537,0.2654320987654321,ChildrenCrossing,,#f44336
samples.187,,sqqnomxx7,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2752.png,complete,bounding-box,2164478659721576,0.8101851851851851,0.40833333097858193,0.3364197530864198,0.2962962962962963,ChildrenCrossing,,#f44336
samples.188,,sgy4ti5dl,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2753.png,complete,bounding-box,2367260845089756,0.6334876543209877,0.5341049359168535,0.2515432098765432,0.2361111111111111,ChildrenCrossing,,#f44336
samples.189,,s8hxqw008,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img2754.png,complete,bounding-box,10189003006848885,0.5763888888888888,0.4615740717193227,0.22376543209876537,0.2515432098765432,ChildrenCrossing,,#f44336
