path,.,_id,imageUrl,brush,annotation,annotation.0.regionType,annotation.0.id,annotation.0.centerX,annotation.0.centerY,annotation.0.width,annotation.0.height,annotation.0.classification,annotation.0.labels,annotation.0.color,annotation.0.points.0.x,annotation.0.points.0.y,annotation.0.points.1.x,annotation.0.points.1.y,annotation.0.points.2.x,annotation.0.points.2.y,annotation.0.points.3.x,annotation.0.points.3.y
samples.116,,sh6gqt4wr,file:///Users/stephaniewong/Desktop/NoRight/img2400.png,complete,,bounding-box,4542284682692346,0.41580976863753216,0.39203084832904883,0.07326478149100252,0.12339331619537275,noRight,,#f44336,,,,,,,,
samples.117,,s51p0t2ra,file:///Users/stephaniewong/Desktop/NoRight/img2401.png,complete,,bounding-box,7168448134039964,0.7197943444730077,0.3296915167095116,0.13881748071979438,0.1683804627249357,noRight,,#f44336,,,,,,,,
samples.118,,s185tnjui,file:///Users/stephaniewong/Desktop/NoRight/img2402.png,complete,,bounding-box,6577406868285198,0.3309768637532134,0.4106683804627249,0.08354755784061696,0.11439588688946017,noRight,,#f44336,,,,,,,,
samples.119,,sgn00eyoa,file:///Users/stephaniewong/Desktop/NoRight/img2403.png,complete,,bounding-box,06003681798245797,0.3264781491002571,0.4852185089974293,0.14395886889460152,0.14267352185089976,noRight,,#f44336,,,,,,,,
samples.120,,s5ww6wx2l,file:///Users/stephaniewong/Desktop/NoRight/img2404.png,complete,,bounding-box,7017199402184879,0.3316195372750642,0.5501285347043702,0.11825192802056556,0.13367609254498714,noRight,,#f44336,,,,,,,,
samples.121,,sufnb1nfb,file:///Users/stephaniewong/Desktop/NoRight/img2405.png,complete,,bounding-box,5725491233633904,0.7397172236503855,0.5597686375321337,0.16323907455012854,0.1298200514138817,noRight,,#f44336,,,,,,,,
samples.122,,suqh518n3,file:///Users/stephaniewong/Desktop/NoRight/img2406.png,complete,,bounding-box,22857562238580265,0.24742930591259643,0.42223650385604117,0.12724935732647816,0.16838046272493573,noRight,,#f44336,,,,,,,,
samples.123,,sqsqqz54f,file:///Users/stephaniewong/Desktop/NoRight/img2407.png,complete,,bounding-box,4182186011148197,0.5829048843187661,0.7782776349614395,0.13239074550128538,0.16580976863753205,noRight,,#f44336,,,,,,,,
samples.124,,s13y71dqu,file:///Users/stephaniewong/Desktop/NoRight/img2408.png,complete,,bounding-box,4918309049317653,0.20758354755784061,0.5732647814910026,0.2737789203084833,0.3316195372750643,noRight,,#f44336,,,,,,,,
samples.125,,svdascgif,file:///Users/stephaniewong/Desktop/NoRight/img2409.png,complete,,bounding-box,8827137934616376,0.5430591259640103,0.5019280205655527,0.1118251928020566,0.1118251928020565,noRight,,#f44336,,,,,,,,
samples.126,,sr9z2k78g,file:///Users/stephaniewong/Desktop/NoRight/img2410.png,complete,,bounding-box,579170791888242,0.31426735218508994,0.3161953727506427,0.15552699228791772,0.1979434447300771,noRight,,#f44336,,,,,,,,
samples.127,,s34sh544m,file:///Users/stephaniewong/Desktop/NoRight/img2411.png,complete,,bounding-box,1812858544140803,0.42159383033419023,0.3920308483290489,0.10025706940874035,0.11568123393316193,noRight,,#f44336,,,,,,,,
samples.128,,sqkur8q7g,file:///Users/stephaniewong/Desktop/NoRight/img2412.png,complete,,bounding-box,0023631186367354395,0.3219794344473008,0.3676092544987146,0.11182519280205655,0.1131105398457583,noRight,,#f44336,,,,,,,,
samples.129,,swo18r5og,file:///Users/stephaniewong/Desktop/NoRight/img2413.png,complete,,bounding-box,08064708022158329,0.7673521850899743,0.6118251928020566,0.17994858611825193,0.14652956298200515,noRight,,#f44336,,,,,,,,
samples.130,,sepi84cdd,file:///Users/stephaniewong/Desktop/NoRight/img2414.png,complete,,bounding-box,26459375305388355,0.34061696658097684,0.493573264781491,0.1902313624678663,0.22622107969151672,noRight,,#f44336,,,,,,,,
samples.131,,snj02p50p,file:///Users/stephaniewong/Desktop/NoRight/img2415.png,complete,,bounding-box,7883269548231839,0.3290488431876607,0.5469151670951157,0.14910025706940871,0.17095115681233936,noRight,,#f44336,,,,,,,,
samples.132,,scakgib3o,file:///Users/stephaniewong/Desktop/NoRight/img2416.png,complete,,bounding-box,6653110238702502,0.46143958868894597,0.4498714652956298,0.11825192802056556,0.14395886889460158,noRight,,#f44336,,,,,,,,
samples.133,,sqfxk5w88,file:///Users/stephaniewong/Desktop/NoRight/img2417.png,complete,,bounding-box,6909852216288657,0.4170951156812339,0.6439588688946015,0.12724935732647813,0.13881748071979438,noRight,,#f44336,,,,,,,,
samples.134,,s9a843gz8,file:///Users/stephaniewong/Desktop/NoRight/img2418.png,complete,,bounding-box,21475364466480795,0.2204370179948586,0.2075835475578406,0.1606683804627249,0.1658097686375321,noRight,,#f44336,,,,,,,,
samples.135,,sbhda7c47,file:///Users/stephaniewong/Desktop/NoRight/img2419.png,complete,,bounding-box,03413736814689594,0.6021850899742931,0.2493573264781491,0.17609254498714655,0.16195372750642673,noRight,,#f44336,,,,,,,,
samples.136,,sflhgpjjl,file:///Users/stephaniewong/Desktop/NoRight/img2420.png,complete,,bounding-box,6193525755273537,0.518637532133676,0.5726221079691517,0.14524421593830328,0.17352185089974292,noRight,,#f44336,,,,,,,,
samples.137,,sgzot9m6s,file:///Users/stephaniewong/Desktop/NoRight/img2421.png,complete,,bounding-box,12233259889520576,0.6780205655526992,0.34832904884318766,0.147814910025707,0.1645244215938303,noRight,,#f44336,,,,,,,,
samples.138,,sdgb13fjd,file:///Users/stephaniewong/Desktop/NoRight/img2422.png,complete,,bounding-box,5157470117967926,0.5854755784061696,0.6606683804627249,0.16323907455012854,0.16709511568123392,noRight,,#f44336,,,,,,,,
samples.139,,snv1glywu,file:///Users/stephaniewong/Desktop/NoRight/img2423.png,complete,,bounding-box,9094280524091929,0.7294344473007712,0.4736503856041131,0.18894601542416456,0.15809768637532134,noRight,,#f44336,,,,,,,,
samples.140,,svwi8voh8,file:///Users/stephaniewong/Desktop/NoRight/img2424.png,complete,,bounding-box,16504327701853083,0.2159383033419023,0.4312339331619537,0.2287917737789203,0.20694087403598965,noRight,,#f44336,,,,,,,,
samples.141,,su5kff5hn,file:///Users/stephaniewong/Desktop/NoRight/img2425.png,complete,,bounding-box,3572631815454901,0.27570694087403597,0.7898457583547558,0.23007712082262208,0.21979434447300772,noRight,,#f44336,,,,,,,,
samples.142,,sw2kjwuuw,file:///Users/stephaniewong/Desktop/NoRight/img2426.png,complete,,bounding-box,420071183198083,0.33483290488431877,0.46593830334190234,0.1838046272493573,0.14781491002570696,noRight,,#f44336,,,,,,,,
samples.143,,s3604tvu1,file:///Users/stephaniewong/Desktop/NoRight/img2427.png,complete,,bounding-box,10163453527154243,0.609254498714653,0.36311053984575836,0.1413881748071979,0.12467866323907456,noRight,,#f44336,,,,,,,,
samples.144,,s1zy5yjls,file:///Users/stephaniewong/Desktop/NoRight/img2428.png,complete,,bounding-box,38565847190788416,0.5655526992287918,0.7538560411311055,0.15681233933161953,0.1838046272493573,noRight,,#f44336,,,,,,,,
samples.145,,sw0r7qjfb,file:///Users/stephaniewong/Desktop/NoRight/img2429.png,complete,,bounding-box,6407179628307742,0.35732647814910024,0.5861182519280206,0.1593830334190231,0.15681233933161953,noRight,,#f44336,,,,,,,,
samples.146,,ss456yknu,file:///Users/stephaniewong/Desktop/NoRight/img2430.png,complete,,bounding-box,4896654215158176,0.3708226221079691,0.3116966580976864,0.21465295629820053,0.24807197943444728,noRight,,#f44336,,,,,,,,
samples.147,,s0nfqj79d,file:///Users/stephaniewong/Desktop/NoRight/img2431.png,complete,,bounding-box,12900849905440048,0.4775064267352185,0.37146529562982006,0.1478149100257069,0.15938303341902316,noRight,,#f44336,,,,,,,,
samples.148,,sj8tunuhp,file:///Users/stephaniewong/Desktop/NoRight/img2432.png,complete,,bounding-box,8014402701675492,0.6947300771208227,0.5424164524421593,0.1838046272493573,0.14395886889460152,noRight,,#f44336,,,,,,,,
samples.149,,s4pc9rao6,file:///Users/stephaniewong/Desktop/NoRight/img2433.png,complete,,bounding-box,19013555977247365,0.4929305912596401,0.6831619537275064,0.21722365038560404,0.24550128534704374,noRight,,#f44336,,,,,,,,
samples.150,,smpmuphx8,file:///Users/stephaniewong/Desktop/NoRight/img2434.png,complete,,bounding-box,8298809918885335,0.4633676092544987,0.35796915167095117,0.20179948586118251,0.24035989717223652,noRight,,#f44336,,,,,,,,
samples.151,,sz6wxkf1t,file:///Users/stephaniewong/Desktop/NoRight/img2897.png,complete,,bounding-box,6501729064642832,0.217866323907455,0.4286632390745501,0.16838046272493573,0.15038560411311053,noRight,,#f44336,,,,,,,,
samples.152,,slw7r8tk4,file:///Users/stephaniewong/Desktop/NoRight/img2898.png,complete,,bounding-box,12061338645317132,0.6883033419023137,0.198586118251928,0.09125964010282772,0.10925449871465295,noRight,,#f44336,,,,,,,,
samples.153,,sdvughmah,file:///Users/stephaniewong/Desktop/NoRight/img2899.png,complete,,bounding-box,6071281048525701,0.7262210796915167,0.762853470437018,0.2339331619537275,0.2300771208226221,noRight,,#f44336,,,,,,,,
samples.154,,ss2muzm26,file:///Users/stephaniewong/Desktop/NoRight/img2900.png,complete,,bounding-box,1772635644968572,0.7384318766066837,0.49164524421593836,0.13753213367609252,0.2480719794344473,noRight,,#f44336,,,,,,,,
samples.155,,sdfyb4axw,file:///Users/stephaniewong/Desktop/NoRight/img2901.png,complete,,bounding-box,9858543060198359,0.35732647814910024,0.33997429305912596,0.14138817480719795,0.18894601542416453,noRight,,#f44336,,,,,,,,
samples.156,,s66b435xu,file:///Users/stephaniewong/Desktop/NoRight/img2902.png,complete,,bounding-box,5342189556569401,0.3444730077120822,0.17287917737789205,0.11825192802056556,0.19665809768637532,noRight,,#f44336,,,,,,,,
samples.157,,sqz6xvvei,file:///Users/stephaniewong/Desktop/NoRight/img2903.png,complete,,bounding-box,2848181956162841,0.4588688946015424,0.4203084832904884,0.12339331619537275,0.11825192802056556,noRight,,#f44336,,,,,,,,
samples.158,,slz417iir,file:///Users/stephaniewong/Desktop/NoRight/img2905.png,complete,,bounding-box,48140500992348123,0.46593830334190234,0.5430591259640103,0.0989717223650386,0.1606683804627249,noRight,,#f44336,,,,,,,,
samples.159,,scgm5bflg,file:///Users/stephaniewong/Desktop/NoRight/img2906.png,complete,,bounding-box,15655468202755007,0.8341902313624678,0.2660668380462725,0.07197943444730082,0.08740359897172237,noRight,,#f44336,,,,,,,,
samples.160,,s39km7b6r,file:///Users/stephaniewong/Desktop/NoRight/img2907.png,complete,,bounding-box,5522553973540616,0.5353470437017995,0.5996143958868895,0.10154241645244216,0.12467866323907462,noRight,,#f44336,,,,,,,,
samples.161,,s1gmce888,file:///Users/stephaniewong/Desktop/NoRight/img2908.png,complete,,bounding-box,36352246792190646,0.41002570694087404,0.23586118251928023,0.1311053984575835,0.13753213367609254,noRight,,#f44336,,,,,,,,
samples.162,,sxhmjxqwt,file:///Users/stephaniewong/Desktop/NoRight/img2909.png,complete,,bounding-box,20169508993856322,0.19023136246786632,0.6368894601542416,0.2005141388174807,0.20951156812339322,noRight,,#f44336,,,,,,,,
samples.163,,s8gh2nc88,file:///Users/stephaniewong/Desktop/NoRight/img2910.png,complete,,bounding-box,6959439916687467,0.6086118251928021,0.48586118251928023,0.1246786632390745,0.12853470437017994,noRight,,#f44336,,,,,,,,
samples.164,,stwurj8pj,file:///Users/stephaniewong/Desktop/NoRight/img2911.png,complete,,bounding-box,8860306677271748,0.47750642673521854,0.3489717223650386,0.10925449871465298,0.14781491002570696,noRight,,#f44336,,,,,,,,
samples.165,,s9b6n505l,file:///Users/stephaniewong/Desktop/NoRight/img2912.png,complete,,bounding-box,17440864749647433,0.6574550128534704,0.5854755784061696,0.12210796915167099,0.134961439588689,noRight,,#f44336,,,,,,,,
samples.166,,syek8lx82,file:///Users/stephaniewong/Desktop/NoRight/img2913.png,complete,,bounding-box,2695768929635991,0.40616966580976865,0.4145244215938303,0.09511568123393316,0.12210796915167094,noRight,,#f44336,,,,,,,,
samples.167,,s4fywsvbi,file:///Users/stephaniewong/Desktop/NoRight/img2914.png,complete,,bounding-box,03662746321970922,0.7037275064267352,0.3097686375321337,0.1349614395886889,0.15681233933161953,noRight,,#f44336,,,,,,,,
samples.168,,s4kwpfy5r,file:///Users/stephaniewong/Desktop/NoRight/img2915.png,complete,,bounding-box,43059920045060984,0.30848329048843187,0.4550128534704371,0.10282776349614398,0.1002570694087404,noRight,,#f44336,,,,,,,,
samples.169,,s0m0ejsfo,file:///Users/stephaniewong/Desktop/NoRight/img2916.png,complete,,bounding-box,3601263816624303,0.3444730077120822,0.41131105398457585,0.12596401028277632,0.13367609254498714,noRight,,#f44336,,,,,,,,
samples.170,,sbjvpx7om,file:///Users/stephaniewong/Desktop/NoRight/img2917.png,complete,,bounding-box,32929253767773625,0.32840616966580977,0.4775064267352185,0.09125964010282772,0.14524421593830333,noRight,,#f44336,,,,,,,,
samples.171,,sdtzb0gsv,file:///Users/stephaniewong/Desktop/NoRight/img2918.png,complete,,bounding-box,7005026105544485,0.7512853470437018,0.5308483290488432,0.14524421593830328,0.11825192802056556,noRight,,#f44336,,,,,,,,
samples.172,,szhlq18bm,file:///Users/stephaniewong/Desktop/NoRight/img2919.png,complete,,bounding-box,5684464850025506,0.2859897172236504,0.35539845758354754,0.09897172236503854,0.18637532133676094,noRight,,#f44336,,,,,,,,
samples.173,,s00c3dcck,file:///Users/stephaniewong/Desktop/NoRight/img2920.png,complete,,bounding-box,5779529088742821,0.6786632390745502,0.7339331619537275,0.15167095115681228,0.1645244215938303,noRight,,#f44336,,,,,,,,
samples.174,,ssrd60bs8,file:///Users/stephaniewong/Desktop/NoRight/img2921.png,complete,,bounding-box,9345102073573477,0.1992287917737789,0.5025706940874036,0.1825192802056555,0.31619537275064263,noRight,,#f44336,,,,,,,,
samples.175,,sostkpgzl,file:///Users/stephaniewong/Desktop/NoRight/img2922.png,complete,,bounding-box,32342589691008516,0.5392030848329049,0.4929305912596401,0.10668380462724936,0.10668380462724936,noRight,,#f44336,,,,,,,,
samples.176,,s4ls8xbkx,file:///Users/stephaniewong/Desktop/NoRight/img2923.png,complete,,bounding-box,6829842170510123,0.2975578406169666,0.3393316195372751,0.16323907455012857,0.21079691516709512,noRight,,#f44336,,,,,,,,
samples.177,,sahnprotv,file:///Users/stephaniewong/Desktop/NoRight/img2924.png,complete,,bounding-box,6015171951946403,0.40616966580976865,0.4138817480719794,0.10282776349614398,0.10796915167095117,noRight,,#f44336,,,,,,,,
samples.178,,sotz94qgh,file:///Users/stephaniewong/Desktop/NoRight/img2925.png,complete,,bounding-box,8955481853364142,0.33868894601542415,0.3476863753213367,0.09640102827763497,0.12467866323907456,noRight,,#f44336,,,,,,,,
samples.179,,sbv38nij7,file:///Users/stephaniewong/Desktop/NoRight/img2926.png,complete,,bounding-box,05331327367261651,0.7416452442159382,0.6568123393316195,0.16966580976863754,0.1542416452442159,noRight,,#f44336,,,,,,,,
samples.180,,sg10irz74,file:///Users/stephaniewong/Desktop/NoRight/img2927.png,complete,,bounding-box,3967608821569557,0.3444730077120823,0.4961439588688946,0.19280205655526994,0.23650385604113106,noRight,,#f44336,,,,,,,,
samples.181,,s7imhfxtp,file:///Users/stephaniewong/Desktop/NoRight/img2928.png,complete,,bounding-box,7315750883935603,0.3348329048843187,0.5668380462724936,0.14524421593830333,0.1542416452442159,noRight,,#f44336,,,,,,,,
samples.182,,s52krnbb9,file:///Users/stephaniewong/Desktop/NoRight/img2929.png,complete,,bounding-box,2733798421650422,0.4447300771208226,0.4762210796915167,0.12596401028277632,0.16580976863753216,noRight,,#f44336,,,,,,,,
samples.183,,sgjyckbq2,file:///Users/stephaniewong/Desktop/NoRight/img2930.png,complete,,bounding-box,06339414487099049,0.4530848329048843,0.6593830334190232,0.1298200514138817,0.1311053984575835,noRight,,#f44336,,,,,,,,
samples.184,,sjrmh9v3b,file:///Users/stephaniewong/Desktop/NoRight/img2931.png,complete,,bounding-box,09150886486010501,0.3161953727506427,0.14138817480719795,0.15167095115681234,0.17223650385604114,noRight,,#f44336,,,,,,,,
samples.185,,s0xj0w1qm,file:///Users/stephaniewong/Desktop/NoRight/img2932.png,complete,,bounding-box,14977869469362126,0.6895886889460154,0.2956298200514139,0.16838046272493568,0.1953727506426735,noRight,,#f44336,,,,,,,,
samples.186,,sa3rt56cb,file:///Users/stephaniewong/Desktop/NoRight/img2933.png,complete,,bounding-box,5225832816714315,0.5179948586118253,0.5777634961439588,0.15424164524421596,0.17866323907455012,noRight,,#f44336,,,,,,,,
samples.187,,sdzlhjtle,file:///Users/stephaniewong/Desktop/NoRight/img2934.png,complete,,bounding-box,5064336281378452,0.6593830334190232,0.3296915167095116,0.1516709511568124,0.16066838046272494,noRight,,#f44336,,,,,,,,
samples.188,,s15tc1crr,file:///Users/stephaniewong/Desktop/NoRight/img2935.png,complete,,bounding-box,5205162961723384,0.6439588688946015,0.6015424164524421,0.17480719794344468,0.15938303341902305,noRight,,#f44336,,,,,,,,
samples.189,,sne7e87ao,file:///Users/stephaniewong/Desktop/NoRight/img2936.png,complete,,bounding-box,657029025919617,0.731362467866324,0.5437017994858612,0.18508997429305907,0.17480719794344468,noRight,,#f44336,,,,,,,,
samples.190,,sgspypv7j,file:///Users/stephaniewong/Desktop/NoRight/img2937.png,complete,,bounding-box,5265701429912284,0.21658097686375322,0.42994858611825193,0.2172236503856041,0.19151670951156813,noRight,,#f44336,,,,,,,,
samples.191,,somj650eb,file:///Users/stephaniewong/Desktop/NoRight/img2938.png,complete,,bounding-box,12809955786819938,0.18251928020565553,0.6947300771208227,0.1953727506426735,0.22493573264781486,noRight,,#f44336,,,,,,,,
samples.192,,scgqfpbcc,file:///Users/stephaniewong/Desktop/NoRight/img2939.png,complete,,bounding-box,08341664395088522,0.36182519280205655,0.39910025706940877,0.17352185089974292,0.15552699228791772,noRight,,#f44336,,,,,,,,
samples.193,,svcxejy7e,file:///Users/stephaniewong/Desktop/NoRight/img2940.png,complete,,bounding-box,007664099759321141,0.5925449871465296,0.35475578406169667,0.13367609254498714,0.1311053984575835,noRight,,#f44336,,,,,,,,
samples.194,,smqn4hg69,file:///Users/stephaniewong/Desktop/NoRight/img2941.png,complete,,bounding-box,796943013699611,0.5173521850899743,0.7506426735218509,0.1478149100257069,0.20822622107969146,noRight,,#f44336,,,,,,,,
samples.195,,sxyzyeycd,file:///Users/stephaniewong/Desktop/NoRight/img2942.png,complete,,bounding-box,5694072178476763,0.38624678663239076,0.6285347043701799,0.15295629820051415,0.15938303341902305,noRight,,#f44336,,,,,,,,
samples.196,,s3glou6ke,file:///Users/stephaniewong/Desktop/NoRight/img2943.png,complete,,bounding-box,07488226008739995,0.3232647814910026,0.35989717223650386,0.21208226221079693,0.2339331619537275,noRight,,#f44336,,,,,,,,
samples.197,,s7mqvsp8l,file:///Users/stephaniewong/Desktop/NoRight/img2944.png,complete,,bounding-box,024368369739097062,0.4775064267352185,0.37467866323907456,0.15038560411311058,0.16580976863753216,noRight,,#f44336,,,,,,,,
samples.198,,srcyczz4k,file:///Users/stephaniewong/Desktop/NoRight/img2945.png,complete,,bounding-box,38845791547278563,0.6863753213367609,0.6008997429305913,0.2107969151670952,0.15552699228791778,noRight,,#f44336,,,,,,,,
samples.199,,sg0t7ovjc,file:///Users/stephaniewong/Desktop/NoRight/img2946.png,complete,,bounding-box,4953934763009966,0.4665809768637532,0.6786632390745502,0.20822622107969152,0.2699228791773779,noRight,,#f44336,,,,,,,,
samples.200,,sos26noya,file:///Users/stephaniewong/Desktop/NoRight/img2947.png,complete,,bounding-box,21561624924716472,0.5295629820051414,0.35089974293059123,0.17223650385604117,0.23136246786632392,noRight,,#f44336,,,,,,,,
samples.201,,sdzx7xwqy,file:///Users/stephaniewong/Desktop/NoRight/img332.png,complete,,bounding-box,23512784508738194,0.2538560411311054,0.3444730077120823,0.15809768637532134,0.15681233933161953,noRight,,#f44336,,,,,,,,
samples.202,,s8d0esf5f,file:///Users/stephaniewong/Desktop/NoRight/img333.png,complete,,bounding-box,7788107546526308,0.6580976863753214,0.18059125964010284,0.08997429305912596,0.10154241645244216,noRight,,#f44336,,,,,,,,
samples.203,,sm25jwbd8,file:///Users/stephaniewong/Desktop/NoRight/img334.png,complete,,bounding-box,9052689805006622,0.6683804627249357,0.8026992287917738,0.2107969151670951,0.22493573264781497,noRight,,#f44336,,,,,,,,
samples.204,,swyu5hbjn,file:///Users/stephaniewong/Desktop/NoRight/img335.png,complete,,bounding-box,15114576254932688,0.7255784061696658,0.45565552699228795,0.11439588688946012,0.2352185089974293,noRight,,#f44336,,,,,,,,
samples.205,,sg0ednr6n,file:///Users/stephaniewong/Desktop/NoRight/img336.png,complete,,bounding-box,22316082215593025,0.2956298200514139,0.4267352185089974,0.16195372750642673,0.16452442159383035,noRight,,#f44336,,,,,,,,
samples.206,,st5c3of1w,file:///Users/stephaniewong/Desktop/NoRight/img337.png,complete,,bounding-box,4727104636223207,0.3116966580976864,0.19408740359897175,0.10411311053984573,0.18766066838046275,noRight,,#f44336,,,,,,,,
samples.207,,s7hurejzl,file:///Users/stephaniewong/Desktop/NoRight/img338.png,complete,,bounding-box,09196084386059367,0.4755784061696658,0.41902313624678666,0.10282776349614398,0.12082262210796918,noRight,,#f44336,,,,,,,,
samples.208,,s85zyefy9,file:///Users/stephaniewong/Desktop/NoRight/img340.png,complete,,bounding-box,5934482732987543,0.46465295629820047,0.5469151670951157,0.09383033419023129,0.1478149100257069,noRight,,#f44336,,,,,,,,
samples.209,,st5dslnrs,file:///Users/stephaniewong/Desktop/NoRight/img341.png,complete,,bounding-box,7707800506000366,0.8341902313624678,0.269280205655527,0.06940874035989719,0.08354755784061699,noRight,,#f44336,,,,,,,,
samples.210,,siuc2qs75,file:///Users/stephaniewong/Desktop/NoRight/img3410.png,complete,,bounding-box,7197953049377115,0.22622107969151672,0.41645244215938304,0.18766066838046272,0.1542416452442159,noRight,,#f44336,,,,,,,,
samples.211,,s5izeg4f6,file:///Users/stephaniewong/Desktop/NoRight/img3411.png,complete,,bounding-box,13339665617105578,0.5848329048843188,0.16131105398457585,0.09768637532133673,0.10668380462724937,noRight,,#f44336,,,,,,,,
samples.212,,sf8ne3opf,file:///Users/stephaniewong/Desktop/NoRight/img3412.png,complete,,bounding-box,19347897403805536,0.6773778920308484,0.7911311053984575,0.2365038560411311,0.2403598971722365,noRight,,#f44336,,,,,,,,
samples.213,,s5piesq9c,file:///Users/stephaniewong/Desktop/NoRight/img3413.png,complete,,bounding-box,014000238763747452,0.717866323907455,0.4434447300771208,0.11953727506426737,0.23907455012853474,noRight,,#f44336,,,,,,,,
samples.214,,sttv9o0mf,file:///Users/stephaniewong/Desktop/NoRight/img3414.png,complete,,bounding-box,5860889431398337,0.37339331619537275,0.32197943444730076,0.1580976863753213,0.17866323907455015,noRight,,#f44336,,,,,,,,
samples.215,,s0hocc6on,file:///Users/stephaniewong/Desktop/NoRight/img3415.png,complete,,bounding-box,597823115381025,0.3046272493573265,0.2037275064267352,0.10282776349614398,0.2069408740359897,noRight,,#f44336,,,,,,,,
samples.216,,sw4vim8gx,file:///Users/stephaniewong/Desktop/NoRight/img3416.png,complete,,bounding-box,6309123241332462,0.4781491002570694,0.4170951156812339,0.11568123393316199,0.11182519280205655,noRight,,#f44336,,,,,,,,
samples.217,,s938k5khm,file:///Users/stephaniewong/Desktop/NoRight/img3417.png,complete,,bounding-box,7662579210896543,0.6368894601542416,0.24293059125964012,0.09383033419023135,0.13110539845758354,noRight,,#f44336,,,,,,,,
samples.218,,sxq4pgkc7,file:///Users/stephaniewong/Desktop/NoRight/img3418.png,complete,,bounding-box,18923576200173087,0.4652956298200514,0.5494858611825193,0.10539845758354749,0.15295629820051415,noRight,,#f44336,,,,,,,,
samples.219,,srvxvfp8e,file:///Users/stephaniewong/Desktop/NoRight/img342.png,complete,,bounding-box,500457472277754,0.5501285347043702,0.5931876606683805,0.09254498714652959,0.1118251928020566,noRight,,#f44336,,,,,,,,
samples.220,,szqcezwdd,file:///Users/stephaniewong/Desktop/NoRight/img3420.png,complete,,bounding-box,2859622794719241,0.5501285347043702,0.6015424164524421,0.10282776349614392,0.1182519280205655,noRight,,#f44336,,,,,,,,
samples.221,,sh98b0c14,file:///Users/stephaniewong/Desktop/NoRight/img3421.png,complete,,bounding-box,8074532140554784,0.3740359897172236,0.2474293059125964,0.16195372750642673,0.15809768637532134,noRight,,#f44336,,,,,,,,
samples.222,,s4tay55mh,file:///Users/stephaniewong/Desktop/NoRight/img3422.png,complete,,bounding-box,602603037039007,0.17866323907455012,0.6092544987146529,0.19537275064267354,0.19537275064267356,noRight,,#f44336,,,,,,,,
samples.223,,shnuybhec,file:///Users/stephaniewong/Desktop/NoRight/img3423.png,complete,,bounding-box,5810903193200254,0.6021850899742931,0.46272493573264784,0.13239074550128538,0.11311053984575836,noRight,,#f44336,,,,,,,,
samples.224,,smro1plz9,file:///Users/stephaniewong/Desktop/NoRight/img3424.png,complete,,bounding-box,6311366894684836,0.49164524421593836,0.352827763496144,0.10154241645244216,0.14010282776349614,noRight,,#f44336,,,,,,,,
samples.225,,sdvba2fbb,file:///Users/stephaniewong/Desktop/NoRight/img3425.png,complete,,bounding-box,8591273276993054,0.6529562982005142,0.5886889460154241,0.12082262210796912,0.12339331619537275,noRight,,#f44336,,,,,,,,
samples.226,,sjad23r5o,file:///Users/stephaniewong/Desktop/NoRight/img3426.png,complete,,bounding-box,3043435630670046,0.3952442159383034,0.4222365038560411,0.08868894601542415,0.11696658097686374,noRight,,#f44336,,,,,,,,
samples.227,,saw0r8dwm,file:///Users/stephaniewong/Desktop/NoRight/img3427.png,complete,,bounding-box,36904147293718426,0.634318766066838,0.2570694087403599,0.15295629820051415,0.14395886889460152,noRight,,#f44336,,,,,,,,
samples.228,,s4bxl9yn9,file:///Users/stephaniewong/Desktop/NoRight/img3428.png,complete,,bounding-box,8417153455531912,0.3149100257069409,0.4453727506426735,0.09768637532133673,0.12982005141388175,noRight,,#f44336,,,,,,,,
samples.229,,s66kjiw2c,file:///Users/stephaniewong/Desktop/NoRight/img3429.png,complete,,bounding-box,3298862098788249,0.34061696658097684,0.4273778920308483,0.12339331619537275,0.11953727506426731,noRight,,#f44336,,,,,,,,
samples.230,,sdpym5m8x,file:///Users/stephaniewong/Desktop/NoRight/img343.png,complete,,bounding-box,48389166289461416,0.39460154241645246,0.2345758354755784,0.15938303341902316,0.1658097686375321,noRight,,#f44336,,,,,,,,
samples.231,,sxt30fbpo,file:///Users/stephaniewong/Desktop/NoRight/img3430.png,complete,,bounding-box,6898421337623815,0.3258354755784062,0.49871465295629824,0.10925449871465293,0.15424164524421596,noRight,,#f44336,,,,,,,,
samples.232,,sfr14lq13,file:///Users/stephaniewong/Desktop/NoRight/img3431.png,complete,,bounding-box,52129949550845,0.7429305912596401,0.5353470437017995,0.17480719794344468,0.12982005141388175,noRight,,#f44336,,,,,,,,
samples.233,,st4q3lc7r,file:///Users/stephaniewong/Desktop/NoRight/img3432.png,complete,,bounding-box,008240157367608525,0.25771208226221076,0.4183804627249358,0.11182519280205655,0.16838046272493573,noRight,,#f44336,,,,,,,,
samples.234,,sdfcwszm6,file:///Users/stephaniewong/Desktop/NoRight/img3433.png,complete,,bounding-box,4637057691131883,0.5565552699228792,0.782133676092545,0.1542416452442159,0.1812339331619538,noRight,,#f44336,,,,,,,,
samples.235,,sfk1dscxd,file:///Users/stephaniewong/Desktop/NoRight/img3434.png,complete,,bounding-box,20082507481090706,0.19665809768637532,0.5025706940874035,0.2133676092544987,0.35732647814910024,noRight,,#f44336,,,,,,,,
